Utility,Food,Money,Health,Energy,Time Available,Buy Food,Work,Sleep,Socialize,
5.288212,8.25,10,2.399869,13.19927,-3.5,0,0,1,0,
5.276937,8.1875,10,2.391074,13.14927,-3.25,0,0,1,0,
5.265582,8.125,10,2.382264,13.09927,-3,0,0,1,0,
5.254149,8.0625,10,2.37344,13.04926,-2.75,0,0,1,0,
5.242636,8,10,2.3646,12.99926,-2.5,0,0,1,0,
5.231041,7.9375,10,2.355747,12.94926,-2.25,0,0,1,0,
5.219364,7.875,10,2.346878,12.89926,-2,0,0,1,0,
5.207603,7.8125,10,2.337994,12.84926,-1.75,0,0,1,0,
5.195758,7.75,10,2.329095,12.79926,-1.5,0,0,1,0,
5.183826,7.6875,10,2.320181,12.74926,-1.25,0,0,1,0,
5.171807,7.625,10,2.311252,12.69926,-1,0,0,1,0,
5.159698,7.5625,10,2.302307,12.64926,-0.75,0,0,1,0,
5.1475,7.5,10,2.293346,12.59926,-0.5,0,0,1,0,
5.13521,7.4375,10,2.28437,12.54926,-0.25,0,0,1,0,
5.122827,7.375,10,2.275377,12.49926,0,0,0,1,0,
5.110349,7.3125,10,2.266369,12.44926,0.25,1,0,0,0,
5.121627,8.25,9,2.257345,12.39926,0,1,0,0,0,
5.110009,8.1875,9,2.248304,12.34926,0.25,0,0,0,1,
5.18386,8.125,9,2.439247,12.29926,-1.5,0,0,0,1,
5.172411,8.0625,9,2.430173,12.24926,-1.25,0,0,0,1,
5.160881,8,9,2.421083,12.19926,-1,0,0,0,1,
5.149269,7.9375,9,2.411976,12.14926,-0.75,0,0,0,1,
5.137574,7.875,9,2.402852,12.09926,-0.5,0,0,0,1,
5.125794,7.8125,9,2.393711,12.04926,-0.25,0,0,0,1,
5.113929,7.75,9,2.384553,11.99926,0,0,0,0,1,
5.101976,7.6875,9,2.375377,11.94926,0.25,1,0,0,0,
5.095385,8.625,8,2.366184,11.89926,0,1,0,0,0,
5.084212,8.5625,8,2.356973,11.84926,0.25,0,0,0,1,
5.154716,8.5,8,2.547745,11.79926,-1.5,0,0,0,1,
5.1437,8.4375,8,2.538498,11.74926,-1.25,0,0,0,1,
5.132609,8.375,8,2.529233,11.69926,-1,0,0,0,1,
5.121441,8.3125,8,2.51995,11.64926,-0.75,0,0,0,1,
5.110196,8.25,8,2.510649,11.59926,-0.5,0,0,0,1,
5.098872,8.1875,8,2.501329,11.54926,-0.25,0,0,0,1,
5.087469,8.125,8,2.49199,11.49926,0,0,0,0,1,
5.075985,8.0625,8,2.482633,11.44926,0.25,0,0,0,1,
5.14218,8,8,2.673256,11.39926,-1.5,0,0,0,1,
5.130816,7.9375,8,2.66386,11.34926,-1.25,0,0,0,1,
5.11937,7.875,8,2.654445,11.29926,-1,0,0,0,1,
5.107841,7.8125,8,2.64501,11.24926,-0.75,0,0,0,1,
5.096228,7.75,8,2.635555,11.19926,-0.5,0,0,0,1,
5.08453,7.6875,8,2.626081,11.14926,-0.25,0,0,0,1,
5.072744,7.625,8,2.616586,11.09926,0,0,0,0,1,
5.060871,7.5625,8,2.607071,11.04926,0.25,0,1,0,0,
5.166691,7.5,9,2.597535,10.99926,-1.5,0,1,0,0,
5.154637,7.4375,9,2.58798,10.94926,-1.25,0,1,0,0,
5.14249,7.375,9,2.578402,10.89926,-1,0,1,0,0,
5.13025,7.3125,9,2.568805,10.84926,-0.75,0,1,0,0,
5.117915,7.25,9,2.559185,10.79926,-0.5,0,1,0,0,
5.105483,7.1875,9,2.549544,10.74926,-0.25,0,1,0,0,
5.092952,7.125,9,2.539882,10.69926,0,0,1,0,0,
5.080321,7.0625,9,2.530198,10.64926,0.25,0,1,0,0,
5.172949,7,10,2.520492,10.59926,-1.5,0,1,0,0,
5.160113,6.9375,10,2.510763,10.54926,-1.25,0,1,0,0,
5.147172,6.875,10,2.501012,10.49926,-1,0,1,0,0,
5.134124,6.8125,10,2.491239,10.44925,-0.75,0,1,0,0,
5.120967,6.75,10,2.481442,10.39925,-0.5,0,1,0,0,
5.1077,6.6875,10,2.471622,10.34925,-0.25,0,1,0,0,
5.09432,6.625,10,2.461779,10.29925,0,0,1,0,0,
5.080825,6.5625,10,2.451913,10.24925,0.25,1,0,0,0,
5.104954,7.5,9,2.442022,10.19925,0,1,0,0,0,
5.092518,7.4375,9,2.432108,10.14925,0.25,1,0,0,0,
5.089356,8.375,8,2.422169,10.09925,0,1,0,0,0,
5.077744,8.3125,8,2.412206,10.04925,0.25,0,1,0,0,
5.18383,8.25,9,2.402218,9.999253,-1.5,0,1,0,0,
5.172049,8.1875,9,2.392205,9.949253,-1.25,0,1,0,0,
5.160181,8.125,9,2.382167,9.899253,-1,0,1,0,0,
5.148225,8.0625,9,2.372103,9.849253,-0.75,0,1,0,0,
5.136181,8,9,2.362014,9.799253,-0.5,0,1,0,0,
5.124046,7.9375,9,2.351898,9.749252,-0.25,0,1,0,0,
5.111819,7.875,9,2.341757,9.699252,0,0,1,0,0,
5.099499,7.8125,9,2.331588,9.649252,0.25,0,1,0,0,
5.192445,7.75,10,2.321393,9.599252,-1.5,0,1,0,0,
5.179935,7.6875,10,2.311171,9.549252,-1.25,0,1,0,0,
5.167327,7.625,10,2.300921,9.499251,-1,0,1,0,0,
5.15462,7.5625,10,2.290643,9.449251,-0.75,0,1,0,0,
5.141812,7.5,10,2.280338,9.399251,-0.5,0,1,0,0,
5.128901,7.4375,10,2.270004,9.349251,-0.25,0,1,0,0,
5.115887,7.375,10,2.259642,9.299251,0,0,1,0,0,
5.102767,7.3125,10,2.24925,9.24925,0.25,0,1,0,0,
5.18485,7.25,11,2.23883,9.19925,-1.5,0,1,0,0,
5.171514,7.1875,11,2.22838,9.14925,-1.25,0,1,0,0,
5.158066,7.125,11,2.2179,9.09925,-1,0,1,0,0,
5.144505,7.0625,11,2.20739,9.04925,-0.75,0,1,0,0,
5.130829,7,11,2.196849,8.999249,-0.5,0,1,0,0,
5.117037,6.9375,11,2.186277,8.949249,-0.25,0,1,0,0,
5.103126,6.875,11,2.175675,8.899249,0,0,1,0,0,
5.089093,6.8125,11,2.16504,8.849249,0.25,1,0,0,0,
5.117778,7.75,10,2.154374,8.799249,0,1,0,0,0,
5.104703,7.6875,10,2.143676,8.749249,0.25,1,0,0,0,
5.109393,8.625,9,2.132944,8.699248,0,1,0,0,0,
5.097061,8.5625,9,2.12218,8.649248,0.25,0,1,0,0,
5.189994,8.5,10,2.111382,8.599248,-1.5,0,1,0,0,
5.177471,8.4375,10,2.100551,8.549248,-1.25,0,1,0,0,
5.16485,8.375,10,2.089685,8.499248,-1,0,1,0,0,
5.152129,8.3125,10,2.078785,8.449247,-0.75,0,1,0,0,
5.139308,8.25,10,2.06785,8.399247,-0.5,0,1,0,0,
5.126384,8.1875,10,2.056879,8.349247,-0.25,0,1,0,0,
5.113355,8.125,10,2.045872,8.299247,0,0,1,0,0,
5.100221,8.0625,10,2.03483,8.249247,0.25,1,0,0,0,
5.099401,9,9,2.02375,8.199246,0,1,0,0,0,
5.086925,8.9375,9,2.012633,8.149246,0.25,0,1,0,0,
5.179709,8.875,10,2.001479,8.099246,-1.5,0,1,0,0,
5.167035,8.8125,10,1.990286,8.049246,-1.25,0,1,0,0,
5.154258,8.75,10,1.979055,7.999246,-1,0,1,0,0,
5.141379,8.6875,10,1.967785,7.949245,-0.75,0,1,0,0,
5.128395,8.625,10,1.956475,7.899245,-0.5,0,1,0,0,
5.115304,8.5625,10,1.945125,7.849245,-0.25,0,1,0,0,
5.102104,8.5,10,1.933735,7.799245,0,0,1,0,0,
5.088795,8.4375,10,1.922303,7.749245,0.25,1,0,0,0,
5.082809,9.375,9,1.91083,7.699244,0,1,0,0,0,
5.070075,9.3125,9,1.899315,7.649244,0.25,0,1,0,0,
5.162598,9.25,10,1.887757,7.599244,-1.5,0,1,0,0,
5.149653,9.1875,10,1.876155,7.549244,-1.25,0,1,0,0,
5.136601,9.125,10,1.86451,7.499244,-1,0,1,0,0,
5.123439,9.0625,10,1.85282,7.449244,-0.75,0,1,0,0,
5.110165,9,10,1.841086,7.399243,-0.5,0,1,0,0,
5.096777,8.9375,10,1.829305,7.349243,-0.25,0,1,0,0,
5.083273,8.875,10,1.817479,7.299243,0,0,1,0,0,
5.069652,8.8125,10,1.805605,7.249243,0.25,1,0,0,0,
5.058764,9.75,9,1.793684,7.199243,0,1,0,0,0,
5.045637,9.6875,9,1.781714,7.149242,0.25,0,0,0,1,
5.139467,9.625,9,1.969696,7.099242,-1.5,0,0,0,1,
5.126807,9.5625,9,1.957628,7.049242,-1.25,0,0,0,1,
5.11404,9.5,9,1.94551,6.999242,-1,0,0,0,1,
5.101165,9.4375,9,1.93334,6.949242,-0.75,0,0,0,1,
5.08818,9.375,9,1.921119,6.899241,-0.5,0,0,0,1,
5.075081,9.3125,9,1.908846,6.849241,-0.25,0,0,0,1,
5.061868,9.25,9,1.896519,6.799241,0,0,0,0,1,
5.048539,9.1875,9,1.884138,6.749241,0.25,0,0,1,0,
5.38563,9.125,9,2.657504,14.69924,-7.5,0,0,1,0,
5.375588,9.0625,9,2.649096,14.64924,-7.25,0,0,1,0,
5.365485,9,9,2.640677,14.59924,-7,0,0,1,0,
5.355318,8.9375,9,2.632247,14.54924,-6.75,0,0,1,0,
5.345088,8.875,9,2.623804,14.49924,-6.5,0,0,1,0,
5.334794,8.8125,9,2.61535,14.44924,-6.25,0,0,1,0,
5.324434,8.75,9,2.606883,14.39924,-6,0,0,1,0,
5.314008,8.6875,9,2.598405,14.34924,-5.75,0,0,1,0,
5.303514,8.625,9,2.589914,14.29924,-5.5,0,0,1,0,
5.292953,8.5625,9,2.581411,14.24924,-5.25,0,0,1,0,
5.282323,8.5,9,2.572896,14.19924,-5,0,0,1,0,
5.271623,8.4375,9,2.564369,14.14924,-4.75,0,0,1,0,
5.260852,8.375,9,2.555829,14.09924,-4.5,0,0,1,0,
5.25001,8.3125,9,2.547276,14.04924,-4.25,0,0,1,0,
5.239094,8.25,9,2.538711,13.99924,-4,0,0,1,0,
5.228105,8.1875,9,2.530133,13.94924,-3.75,0,0,1,0,
5.217041,8.125,9,2.521542,13.89924,-3.5,0,0,1,0,
5.205901,8.0625,9,2.512938,13.84924,-3.25,0,0,1,0,
5.194684,8,9,2.504321,13.79924,-3,0,0,1,0,
5.183389,7.9375,9,2.495691,13.74924,-2.75,0,0,1,0,
5.172014,7.875,9,2.487048,13.69924,-2.5,0,0,1,0,
5.16056,7.8125,9,2.478392,13.64924,-2.25,0,0,1,0,
5.149023,7.75,9,2.469722,13.59924,-2,0,0,1,0,
5.137403,7.6875,9,2.461038,13.54924,-1.75,0,0,1,0,
5.1257,7.625,9,2.452341,13.49924,-1.5,0,0,1,0,
5.113911,7.5625,9,2.44363,13.44924,-1.25,0,0,1,0,
5.102036,7.5,9,2.434906,13.39924,-1,0,0,1,0,
5.090072,7.4375,9,2.426167,13.34924,-0.75,0,0,1,0,
5.078019,7.375,9,2.417414,13.29924,-0.5,0,0,1,0,
5.065875,7.3125,9,2.408648,13.24924,-0.25,0,0,1,0,
5.053639,7.25,9,2.399867,13.19923,0,0,0,1,0,
5.041309,7.1875,9,2.391072,13.14923,0.25,1,0,0,0,
5.042438,8.125,8,2.382262,13.09923,0,1,0,0,0,
5.031005,8.0625,8,2.373437,13.04923,0.25,1,0,0,0,
5.003743,9,7,2.364598,12.99923,0,1,0,0,0,
4.993023,8.9375,7,2.355745,12.94923,0.25,0,0,0,1,
5.064016,8.875,7,2.546876,12.89923,-1.5,0,0,0,1,
5.053454,8.8125,7,2.537992,12.84923,-1.25,0,0,0,1,
5.042825,8.75,7,2.529093,12.79923,-1,0,0,0,1,
5.032125,8.6875,7,2.520179,12.74923,-0.75,0,0,0,1,
5.021356,8.625,7,2.51125,12.69923,-0.5,0,0,0,1,
5.010514,8.5625,7,2.502304,12.64923,-0.25,0,0,0,1,
4.999601,8.5,7,2.493344,12.59923,0,0,0,0,1,
4.988614,8.4375,7,2.484367,12.54923,0.25,1,0,0,0,
4.936198,9.375,6,2.475375,12.49923,0,1,0,0,0,
4.925863,9.3125,6,2.466367,12.44923,0.25,0,1,0,0,
5.069614,9.25,7,2.457343,12.39923,-1.5,0,1,0,0,
5.059148,9.1875,7,2.448302,12.34923,-1.25,0,1,0,0,
5.048616,9.125,7,2.439245,12.29923,-1,0,1,0,0,
5.038017,9.0625,7,2.430171,12.24923,-0.75,0,1,0,0,
5.027349,9,7,2.421081,12.19923,-0.5,0,1,0,0,
5.016611,8.9375,7,2.411974,12.14923,-0.25,0,1,0,0,
5.005804,8.875,7,2.40285,12.09923,0,0,1,0,0,
4.994925,8.8125,7,2.393709,12.04923,0.25,1,0,0,0,
4.938037,9.75,6,2.38455,11.99923,0,1,0,0,0,
4.927751,9.6875,6,2.375375,11.94923,0.25,0,1,0,0,
5.071551,9.625,7,2.366182,11.89923,-1.5,0,1,0,0,
5.061137,9.5625,7,2.356971,11.84923,-1.25,0,1,0,0,
5.050656,9.5,7,2.347742,11.79923,-1,0,1,0,0,
5.040109,9.4375,7,2.338495,11.74923,-0.75,0,1,0,0,
5.029495,9.375,7,2.329231,11.69923,-0.5,0,1,0,0,
5.018812,9.3125,7,2.319948,11.64923,-0.25,0,1,0,0,
5.008061,9.25,7,2.310647,11.59923,0,0,1,0,0,
4.99724,9.1875,7,2.301327,11.54923,0.25,0,1,0,0,
5.119879,9.125,8,2.291988,11.49923,-1.5,0,1,0,0,
5.108915,9.0625,8,2.28263,11.44923,-1.25,0,1,0,0,
5.097878,9,8,2.273253,11.39923,-1,0,1,0,0,
5.086768,8.9375,8,2.263858,11.34923,-0.75,0,1,0,0,
5.075583,8.875,8,2.254442,11.29923,-0.5,0,1,0,0,
5.064322,8.8125,8,2.245008,11.24923,-0.25,0,1,0,0,
5.052984,8.75,8,2.235553,11.19923,0,0,1,0,0,
5.041568,8.6875,8,2.226078,11.14923,0.25,0,1,0,0,
5.147857,8.625,9,2.216583,11.09923,-1.5,0,1,0,0,
5.136282,8.5625,9,2.207068,11.04923,-1.25,0,1,0,0,
5.124626,8.5,9,2.197533,10.99923,-1,0,1,0,0,
5.112888,8.4375,9,2.187977,10.94923,-0.75,0,1,0,0,
5.101066,8.375,9,2.1784,10.89923,-0.5,0,1,0,0,
5.08916,8.3125,9,2.168802,10.84923,-0.25,0,1,0,0,
5.077168,8.25,9,2.159182,10.79923,0,0,1,0,0,
5.065088,8.1875,9,2.149542,10.74923,0.25,0,1,0,0,
5.15828,8.125,10,2.139879,10.69923,-1.5,0,1,0,0,
5.146023,8.0625,10,2.130195,10.64923,-1.25,0,1,0,0,
5.133673,8,10,2.120489,10.59923,-1,0,1,0,0,
5.121232,7.9375,10,2.11076,10.54922,-0.75,0,1,0,0,
5.108696,7.875,10,2.101009,10.49922,-0.5,0,1,0,0,
5.096066,7.8125,10,2.091236,10.44922,-0.25,0,1,0,0,
5.083338,7.75,10,2.081439,10.39922,0,0,1,0,0,
5.070511,7.6875,10,2.07162,10.34922,0.25,1,0,0,0,
5.075458,8.625,9,2.061776,10.29922,0,1,0,0,0,
5.063388,8.5625,9,2.05191,10.24922,0.25,0,1,0,0,
5.15659,8.5,10,2.04202,10.19922,-1.5,0,1,0,0,
5.144343,8.4375,10,2.032105,10.14922,-1.25,0,1,0,0,
5.132006,8.375,10,2.022166,10.09922,-1,0,1,0,0,
5.119576,8.3125,10,2.012203,10.04922,-0.75,0,1,0,0,
5.107053,8.25,10,2.002215,9.999223,-0.5,0,1,0,0,
5.094435,8.1875,10,1.992203,9.949223,-0.25,0,1,0,0,
5.08172,8.125,10,1.982164,9.899222,0,0,1,0,0,
5.068908,8.0625,10,1.9721,9.849222,0.25,1,0,0,0,
5.068419,9,9,1.962011,9.799222,0,1,0,0,0,
5.056282,8.9375,9,1.951895,9.749222,0.25,0,1,0,0,
5.149415,8.875,10,1.941754,9.699222,-1.5,0,1,0,0,
5.137097,8.8125,10,1.931585,9.649221,-1.25,0,1,0,0,
5.124688,8.75,10,1.92139,9.599221,-1,0,1,0,0,
5.112185,8.6875,10,1.911168,9.549221,-0.75,0,1,0,0,
5.099587,8.625,10,1.900918,9.499221,-0.5,0,1,0,0,
5.086893,8.5625,10,1.89064,9.449221,-0.25,0,1,0,0,
5.074101,8.5,10,1.880335,9.39922,0,0,1,0,0,
5.06121,8.4375,10,1.870001,9.34922,0.25,0,1,0,0,
5.143528,8.375,11,1.859639,9.29922,-1.5,0,1,0,0,
5.130435,8.3125,11,1.849247,9.24922,-1.25,0,1,0,0,
5.117236,8.25,11,1.838827,9.19922,-1,0,1,0,0,
5.103932,8.1875,11,1.828377,9.14922,-0.75,0,1,0,0,
5.090521,8.125,11,1.817897,9.099219,-0.5,0,1,0,0,
5.077001,8.0625,11,1.807387,9.049219,-0.25,0,1,0,0,
5.06337,8,11,1.796846,8.999219,0,0,1,0,0,
5.049626,7.9375,11,1.786274,8.949219,0.25,0,1,0,0,
5.122779,7.875,12,1.775671,8.899219,-1.5,0,1,0,0,
5.108804,7.8125,12,1.765037,8.849218,-1.25,0,1,0,0,
5.09471,7.75,12,1.754371,8.799218,-1,0,1,0,0,
5.080496,7.6875,12,1.743673,8.749218,-0.75,0,1,0,0,
5.066159,7.625,12,1.732941,8.699218,-0.5,0,1,0,0,
5.051698,7.5625,12,1.722177,8.649218,-0.25,0,1,0,0,
5.037109,7.5,12,1.711379,8.599217,0,0,1,0,0,
5.022392,7.4375,12,1.700548,8.549217,0.25,1,0,0,0,
5.047687,8.375,11,1.689682,8.499217,0,1,0,0,0,
5.033724,8.3125,11,1.678782,8.449217,0.25,1,0,0,0,
5.038742,9.25,10,1.667847,8.399217,0,1,0,0,0,
5.025363,9.1875,10,1.656876,8.349216,0.25,0,1,0,0,
5.107182,9.125,11,1.645869,8.299216,-1.5,0,1,0,0,
5.093577,9.0625,11,1.634826,8.249216,-1.25,0,1,0,0,
5.079856,9,11,1.623747,8.199216,-1,0,1,0,0,
5.066018,8.9375,11,1.61263,8.149216,-0.75,0,1,0,0,
5.052059,8.875,11,1.601475,8.099216,-0.5,0,1,0,0,
5.037978,8.8125,11,1.590283,8.049215,-0.25,0,1,0,0,
5.023773,8.75,11,1.579051,7.999215,0,0,1,0,0,
5.009442,8.6875,11,1.567781,7.949215,0.25,0,0,0,1,
5.115868,8.625,11,1.756472,7.899215,-1.5,0,0,0,1,
5.102112,8.5625,11,1.745122,7.849215,-1.25,0,0,0,1,
5.088237,8.5,11,1.733731,7.799214,-1,0,0,0,1,
5.074242,8.4375,11,1.7223,7.749214,-0.75,0,0,0,1,
5.060123,8.375,11,1.710826,7.699214,-0.5,0,0,0,1,
5.045878,8.3125,11,1.699311,7.649214,-0.25,0,0,0,1,
5.031507,8.25,11,1.687753,7.599214,0,0,0,0,1,
5.017004,8.1875,11,1.676152,7.549213,0.25,0,0,0,1,
5.115837,8.125,11,1.864506,7.499213,-1.5,0,0,0,1,
5.101826,8.0625,11,1.852817,7.449213,-1.25,0,0,0,1,
5.08769,8,11,1.841082,7.399213,-1,0,0,0,1,
5.073428,7.9375,11,1.829301,7.349213,-0.75,0,0,0,1,
5.059037,7.875,11,1.817475,7.299212,-0.5,0,0,0,1,
5.044514,7.8125,11,1.805601,7.249212,-0.25,0,0,0,1,
5.029858,7.75,11,1.79368,7.199212,0,0,0,0,1,
5.015065,7.6875,11,1.781711,7.149212,0.25,1,0,0,0,
5.028056,8.625,10,1.769692,7.099212,0,1,0,0,0,
5.01394,8.5625,10,1.757624,7.049212,0.25,0,0,1,0,
5.36202,8.5,10,2.507706,14.99921,-7.5,0,0,1,0,
5.351309,8.4375,10,2.499367,14.94921,-7.25,0,0,1,0,
5.340527,8.375,10,2.491017,14.89921,-7,0,0,1,0,
5.329674,8.3125,10,2.482655,14.84921,-6.75,0,0,1,0,
5.318748,8.25,10,2.474282,14.79921,-6.5,0,0,1,0,
5.30775,8.1875,10,2.465898,14.74921,-6.25,0,0,1,0,
5.296676,8.125,10,2.457502,14.69921,-6,0,0,1,0,
5.285527,8.0625,10,2.449095,14.64921,-5.75,0,0,1,0,
5.274302,8,10,2.440676,14.59921,-5.5,0,0,1,0,
5.262998,7.9375,10,2.432245,14.54921,-5.25,0,0,1,0,
5.251616,7.875,10,2.423803,14.49921,-5,0,0,1,0,
5.240153,7.8125,10,2.415348,14.44921,-4.75,0,0,1,0,
5.22861,7.75,10,2.406882,14.39921,-4.5,0,0,1,0,
5.216984,7.6875,10,2.398403,14.34921,-4.25,0,0,1,0,
5.205275,7.625,10,2.389913,14.29921,-4,0,0,1,0,
5.19348,7.5625,10,2.38141,14.24921,-3.75,0,0,1,0,
5.181599,7.5,10,2.372895,14.19921,-3.5,0,0,1,0,
5.16963,7.4375,10,2.364367,14.14921,-3.25,0,0,1,0,
5.157573,7.375,10,2.355827,14.09921,-3,0,0,1,0,
5.145425,7.3125,10,2.347274,14.04921,-2.75,0,0,1,0,
5.133186,7.25,10,2.338709,13.99921,-2.5,0,0,1,0,
5.120853,7.1875,10,2.330131,13.94921,-2.25,0,0,1,0,
5.108426,7.125,10,2.32154,13.89921,-2,0,0,1,0,
5.095902,7.0625,10,2.312936,13.84921,-1.75,0,0,1,0,
5.083281,7,10,2.30432,13.79921,-1.5,0,0,1,0,
5.07056,6.9375,10,2.29569,13.74921,-1.25,0,0,1,0,
5.057738,6.875,10,2.287046,13.69921,-1,0,0,1,0,
5.044813,6.8125,10,2.27839,13.64921,-0.75,0,0,1,0,
5.031784,6.75,10,2.26972,13.59921,-0.5,0,0,1,0,
5.018649,6.6875,10,2.261036,13.54921,-0.25,0,0,1,0,
5.005405,6.625,10,2.252339,13.49921,0,0,0,1,0,
4.992051,6.5625,10,2.243629,13.44921,0.25,1,0,0,0,
5.016326,7.5,9,2.234904,13.39921,0,1,0,0,0,
5.00404,7.4375,9,2.226165,13.34921,0.25,1,0,0,0,
5.001034,8.375,8,2.217413,13.2992,0,1,0,0,0,
4.989582,8.3125,8,2.208646,13.2492,0.25,1,0,0,0,
4.95893,9.25,7,2.199865,13.1992,0,1,0,0,0,
4.948143,9.1875,7,2.19107,13.1492,0.25,0,0,0,1,
5.024978,9.125,7,2.38226,13.0992,-1.5,0,0,0,1,
5.014393,9.0625,7,2.373435,13.0492,-1.25,0,0,0,1,
5.003742,9,7,2.364597,12.9992,-1,0,0,0,1,
4.993022,8.9375,7,2.355743,12.9492,-0.75,0,0,0,1,
4.982233,8.875,7,2.346874,12.8992,-0.5,0,0,0,1,
4.971373,8.8125,7,2.33799,12.8492,-0.25,0,0,0,1,
4.960442,8.75,7,2.329092,12.7992,0,0,0,0,1,
4.949439,8.6875,7,2.320177,12.7492,0.25,0,1,0,0,
5.071894,8.625,8,2.311248,12.6992,-1.5,0,1,0,0,
5.060743,8.5625,8,2.302303,12.6492,-1.25,0,1,0,0,
5.049518,8.5,8,2.293342,12.5992,-1,0,1,0,0,
5.038216,8.4375,8,2.284366,12.5492,-0.75,0,1,0,0,
5.026837,8.375,8,2.275373,12.4992,-0.5,0,1,0,0,
5.015379,8.3125,8,2.266365,12.4492,-0.25,0,1,0,0,
5.003842,8.25,8,2.25734,12.3992,0,0,1,0,0,
4.992225,8.1875,8,2.2483,12.3492,0.25,0,1,0,0,
5.098308,8.125,9,2.239243,12.2992,-1.5,0,1,0,0,
5.086526,8.0625,9,2.230169,12.2492,-1.25,0,1,0,0,
5.074659,8,9,2.221079,12.1992,-1,0,1,0,0,
5.062707,7.9375,9,2.211972,12.1492,-0.75,0,1,0,0,
5.050669,7.875,9,2.202848,12.0992,-0.5,0,1,0,0,
5.038542,7.8125,9,2.193707,12.0492,-0.25,0,1,0,0,
5.026327,7.75,9,2.184548,11.9992,0,0,1,0,0,
5.01402,7.6875,9,2.175373,11.9492,0.25,0,1,0,0,
5.106983,7.625,10,2.16618,11.8992,-1.5,0,1,0,0,
5.094491,7.5625,10,2.156969,11.8492,-1.25,0,1,0,0,
5.081904,7.5,10,2.14774,11.7992,-1,0,1,0,0,
5.069221,7.4375,10,2.138494,11.7492,-0.75,0,1,0,0,
5.056441,7.375,10,2.129229,11.6992,-0.5,0,1,0,0,
5.043561,7.3125,10,2.119946,11.6492,-0.25,0,1,0,0,
5.03058,7.25,10,2.110645,11.5992,0,0,1,0,0,
5.017497,7.1875,10,2.101325,11.5492,0.25,0,1,0,0,
5.099619,7.125,11,2.091986,11.4992,-1.5,0,1,0,0,
5.086325,7.0625,11,2.082628,11.4492,-1.25,0,1,0,0,
5.072924,7,11,2.073252,11.3992,-1,0,1,0,0,
5.059413,6.9375,11,2.063856,11.3492,-0.75,0,1,0,0,
5.045791,6.875,11,2.05444,11.2992,-0.5,0,1,0,0,
5.032055,6.8125,11,2.045005,11.2492,-0.25,0,1,0,0,
5.018204,6.75,11,2.035551,11.1992,0,0,1,0,0,
5.004236,6.6875,11,2.026076,11.1492,0.25,0,0,0,1,
5.084712,6.625,11,2.216581,11.0992,-1.5,0,0,0,1,
5.070931,6.5625,11,2.207066,11.0492,-1.25,0,0,0,1,
5.057032,6.5,11,2.197531,10.9992,-1,0,0,0,1,
5.043012,6.4375,11,2.187975,10.9492,-0.75,0,0,0,1,
5.028869,6.375,11,2.178398,10.8992,-0.5,0,0,0,1,
5.014601,6.3125,11,2.1688,10.8492,-0.25,0,0,0,1,
5.000206,6.25,11,2.15918,10.7992,0,0,0,0,1,
4.98568,6.1875,11,2.14954,10.7492,0.25,0,1,0,0,
5.058034,6.125,12,2.139877,10.69919,-1.5,0,1,0,0,
5.043242,6.0625,12,2.130193,10.64919,-1.25,0,1,0,0,
5.028312,6,12,2.120487,10.59919,-1,0,1,0,0,
5.013242,5.9375,12,2.110758,10.54919,-0.75,0,1,0,0,
4.99803,5.875,12,2.101007,10.49919,-0.5,0,1,0,0,
4.982672,5.8125,12,2.091234,10.44919,-0.25,0,1,0,0,
4.967165,5.75,12,2.081437,10.39919,0,0,1,0,0,
4.951507,5.6875,12,2.071617,10.34919,0.25,1,0,0,0,
5.012313,6.625,11,2.061774,10.29919,0,1,0,0,0,
4.998037,6.5625,11,2.051908,10.24919,0.25,0,1,0,0,
5.070647,6.5,12,2.042017,10.19919,-1.5,0,1,0,0,
5.056118,6.4375,12,2.032103,10.14919,-1.25,0,1,0,0,
5.041459,6.375,12,2.022164,10.09919,-1,0,1,0,0,
5.026668,6.3125,12,2.012201,10.04919,-0.75,0,1,0,0,
5.011741,6.25,12,2.002213,9.999192,-0.5,0,1,0,0,
4.996677,6.1875,12,1.9922,9.949192,-0.25,0,1,0,0,
4.981473,6.125,12,1.982162,9.899192,0,0,1,0,0,
4.966127,6.0625,12,1.972098,9.849192,0.25,1,0,0,0,
5.017774,7,11,1.962009,9.799191,0,1,0,0,0,
5.003636,6.9375,11,1.951893,9.749191,0.25,0,1,0,0,
5.076388,6.875,12,1.941751,9.699191,-1.5,0,1,0,0,
5.062006,6.8125,12,1.931583,9.649191,-1.25,0,1,0,0,
5.047497,6.75,12,1.921387,9.599191,-1,0,1,0,0,
5.03286,6.6875,12,1.911165,9.549191,-0.75,0,1,0,0,
5.018093,6.625,12,1.900915,9.49919,-0.5,0,1,0,0,
5.003192,6.5625,12,1.890638,9.44919,-0.25,0,1,0,0,
4.988157,6.5,12,1.880332,9.39919,0,0,1,0,0,
4.972984,6.4375,12,1.869998,9.34919,0.25,1,0,0,0,
5.016372,7.375,11,1.859636,9.29919,0,1,0,0,0,
5.002258,7.3125,11,1.849245,9.249189,0.25,1,0,0,0,
5.021925,8.25,10,1.838824,9.199189,0,1,0,0,0,
5.008621,8.1875,10,1.828374,9.149189,0.25,0,1,0,0,
5.09052,8.125,11,1.817894,9.099189,-1.5,0,1,0,0,
5.077,8.0625,11,1.807384,9.049189,-1.25,0,1,0,0,
